"time_series","sub_time_series","index","mean_value","theil_index","norm_sum_theil_index","norm_prod_theil_index"
"^IXIC","absolute log-return",12987,108.974224826492,9.62782821634142e-06,5.13578880922205,1.87465071582349e-06
"^IXIC","original",12987,30288014.7225871,0.000160288873758656,5.1356381481765,3.12101177106783e-05
"^IXIC","volatility log-return",12987,69648.4223086271,2.86961072643319e-06,5.13579556743954,5.58746757998032e-07
"^IXIC","absolute log-return",12986,108.965081315553,9.74988100687044e-06,5.14165380662165,1.89625028937177e-06
"^IXIC","original",12986,30282251.3384185,0.000162378817621489,5.14150117768504,3.15809884946923e-05
"^IXIC","volatility log-return",12986,69642.8022224468,2.90591800286652e-06,5.14166065058466,5.65170780027294e-07
"^IXIC","absolute log-return",12985,108.956009622634,9.86941461556789e-06,5.14748460739884,1.91732398354656e-06
"^IXIC","original",12985,30276480.3686583,0.000164489585142855,5.14732998722831,3.19552718091855e-05
"^IXIC","volatility log-return",12985,69637.2088766423,2.94180475829238e-06,5.14749153500869,5.71502266110929e-07
"^IXIC","absolute log-return",12984,108.946883719755,9.99527776135181e-06,5.15328159922002,1.93959095425997e-06
"^IXIC","original",12984,30270702.2491256,0.000166620800016081,5.15312497369776,3.23328880116125e-05
"^IXIC","volatility log-return",12984,69631.600124956,2.97933925352858e-06,5.15328861515853,5.78142959484313e-07
"^IXIC","absolute log-return",12983,108.937810575653,1.01153976614994e-05,5.15904518381687,1.9607073533481e-06
"^IXIC","original",12983,30264918.9434394,0.000168770411687855,5.15888652880284,3.27134333515577e-05
"^IXIC","volatility log-return",12983,69626.0047053906,3.01493989644989e-06,5.15905228427463,5.84397670036395e-07
"^IXIC","absolute log-return",12982,108.928817043667,1.02317791369099e-05,5.16477574214438,1.98106546690784e-06
"^IXIC","original",12982,30259130.4265013,0.00017093852220252,5.16461503540131,3.30969227119131e-05
"^IXIC","volatility log-return",12982,69620.4353328206,3.04936376799559e-06,5.16478292455975,5.90414352771154e-07
"^IXIC","absolute log-return",12981,108.919792075805,1.03504382145438e-05,5.17047364459994,2.00183159342077e-06
"^IXIC","original",12981,30253336.6668555,0.000173125244640708,5.17031086979351,3.3483373085933e-05
"^IXIC","volatility log-return",12981,69614.8502942377,3.08424966646705e-06,5.17048091078849,5.96510823634082e-07
"^IXIC","absolute log-return",12980,108.910752589366,1.04667982388942e-05,5.17613926577559,2.02212045239457e-06
"^IXIC","original",12980,30247539.0481105,0.000175329115680376,5.17597440345815,3.38724968825804e-05
"^IXIC","volatility log-return",12980,69609.2516389591,3.11839322571671e-06,5.1761466141806,6.02454215358661e-07
"^IXIC","absolute log-return",12979,108.901517062323,1.05916977133495e-05,5.18177295859437,2.04402550020687e-06
"^IXIC","original",12979,30241738.3745204,0.000177549305154681,5.18160600098693,3.42641299914338e-05
"^IXIC","volatility log-return",12979,69603.5975897586,3.15370005521702e-06,5.18178039659203,6.08612850113983e-07
"^IXIC","absolute log-return",12978,108.892277809073,1.07204701813576e-05,5.18737508537057,2.0666421551462e-06
"^IXIC","original",12978,30235937.3219743,0.000179782829788478,5.18720602301097,3.46576939748826e-05
"^IXIC","volatility log-return",12978,69597.9515061576,3.19082034605775e-06,5.18738261502041,6.15111438687486e-07
"^IXIC","absolute log-return",12977,108.883107120293,1.08467567392408e-05,5.19294600413347,2.08874386032716e-06
"^IXIC","original",12977,30230134.6729569,0.000182031103963823,5.19277481978625,3.50534597514744e-05
"^IXIC","volatility log-return",12977,69592.3286504093,3.22766069469487e-06,5.19295362322952,6.21545833592197e-07
"^IXIC","absolute log-return",12976,108.87390703276,1.09757066054546e-05,5.19848605555922,2.11132304961268e-06
"^IXIC","original",12976,30224330.1725455,0.000184294465014534,5.19831273680081,3.54514899029689e-05
"^IXIC","volatility log-return",12976,69586.6901582365,3.26515194820201e-06,5.19849376611388,6.2809537613739e-07
"^IXIC","absolute log-return",12975,108.864702650257,1.11048226444952e-05,5.20399558225415,2.13389861163554e-06
"^IXIC","original",12975,30218522.6155433,0.000186574353309463,5.20382011272349,3.58520587171394e-05
"^IXIC","volatility log-return",12975,69581.0429598562,3.30265096789424e-06,5.20400338442583,6.3463618832308e-07
"^IXIC","absolute log-return",12974,108.855440067099,1.12320399428637e-05,5.20947492080148,2.15607444061204e-06
"^IXIC","original",12974,30212712.9447903,0.000188869740380027,5.20929728310104,3.62549654301339e-05
"^IXIC","volatility log-return",12974,69575.3694103745,3.33944677272976e-06,5.20948281339465,6.41031893502265e-07
"^IXIC","absolute log-return",12973,108.846100355104,1.13676937420357e-05,5.21492438991524,2.17983389832739e-06
"^IXIC","original",12973,30206902.1962717,0.000191179453115633,5.21474457815587,3.6659982404709e-05
"^IXIC","volatility log-return",12973,69569.6791517251,3.37833347341258e-06,5.21493237927551,6.47818809365644e-07
"^IXIC","absolute log-return",12972,108.836786891619,1.15009193405053e-05,5.22034432415898,2.20309107767242e-06
"^IXIC","original",12972,30201092.2928732,0.000193501253228082,5.2201623238251,3.70666789222511e-05
"^IXIC","volatility log-return",12972,69563.9906896598,3.41676829386113e-06,5.22035240831003,6.54508697941077e-07
"^IXIC","absolute log-return",12971,108.827405649907,1.16330312707108e-05,5.22573504068193,2.22609934944375e-06
"^IXIC","original",12971,30195282.7319311,0.000195835770999123,5.2255508379422,3.74751749801086e-05
"^IXIC","volatility log-return",12971,69558.2736743633,3.45468890687762e-06,5.2257432190243,6.61090007339154e-07
"^IXIC","absolute log-return",12970,108.818115284475,1.17607147518854e-05,5.23109685613983,2.24822606703146e-06
"^IXIC","original",12970,30189474.584847,0.00019818175313785,5.23091043510145,3.7885230006372e-05
"^IXIC","volatility log-return",12970,69552.6002088274,3.49058277360558e-06,5.23110512627181,6.67274000459282e-07
"^IXIC","absolute log-return",12969,108.808840661073,1.18802436335719e-05,5.23643008258632,2.26876259068695e-06
"^IXIC","original",12969,30183667.8404443,0.000200539207326976,5.23624142362262,3.82968452148369e-05
"^IXIC","volatility log-return",12969,69546.9299566999,3.52388261211359e-06,5.23643843894734,6.72953627124545e-07
"^IXIC","absolute log-return",12968,108.79958611751,1.19982488208687e-05,5.24173501681082,2.2889789962006e-06
"^IXIC","original",12968,30177862.3828052,0.00020290827883764,5.2415441067808,3.87100480535747e-05
"^IXIC","volatility log-return",12968,69541.2598461947,3.55695732860612e-06,5.24174345810231,6.78582411243219e-07
"^IXIC","absolute log-return",12967,108.790303804683,1.21218322423024e-05,5.24701195032824,2.31022996570915e-06
"^IXIC","original",12967,30172057.6244065,0.000205289693636648,5.24681878246685,3.91249765225718e-05
"^IXIC","volatility log-return",12967,69535.5830567291,3.59176180522142e-06,5.24702048039868,6.84533128841259e-07
"^IXIC","absolute log-return",12966,108.781110913926,1.22419037405986e-05,5.25226118614289,2.33078188108564e-06
"^IXIC","original",12966,30166252.1789776,0.000207685158701619,5.25206574288793,3.95419548404697e-05
"^IXIC","volatility log-return",12966,69529.9466668266,3.62549361313587e-06,5.25226980255302,6.90271301142871e-07
"^IXIC","absolute log-return",12965,108.771881857735,1.23667691990702e-05,5.25748300525858,2.3522168492752e-06
"^IXIC","original",12965,30160446.1284509,0.000210094598602296,5.25728527742918,3.99609669121333e-05
"^IXIC","volatility log-return",12965,69524.3000738835,3.66058872176877e-06,5.25749171143906,6.962609498897e-07
"^IXIC","absolute log-return",12964,108.762688023719,1.24864297440113e-05,5.26267770247514,2.37263249323244e-06
"^IXIC","original",12964,30154640.8312479,0.000212516377445662,5.26247767252744,4.03817001984464e-05
"^IXIC","volatility log-return",12964,69518.6606108213,3.69389040977087e-06,5.26268649501448,7.01901551711812e-07
"^IXIC","absolute log-return",12963,108.753444350891,1.26061467358582e-05,5.26784555291659,2.39303078314084e-06
"^IXIC","original",12963,30148836.4856643,0.000214950280396406,5.26764320878293,4.08041131530061e-05
"^IXIC","volatility log-return",12963,69512.9980812877,3.72699380863546e-06,5.26785443206952,7.07496993293789e-07
"^IXIC","absolute log-return",12962,108.744241209306,1.2725808961523e-05,5.27298683275479,2.4133908641914e-06
"^IXIC","original",12962,30143034.073063,0.000217395096863424,5.27278216346688,4.12279755476857e-05
"^IXIC","volatility log-return",12962,69507.3496263742,3.76045602343632e-06,5.27299579810772,7.13153107955236e-07
"^IXIC","absolute log-return",12961,108.73504031155,1.28461244109179e-05,5.27810181310611,2.43384716708498e-06
"^IXIC","original",12961,30137234.0719157,0.000219850240344343,5.27789480899017,4.16531762832895e-05
"^IXIC","volatility log-return",12961,69501.6948516168,3.79416228983089e-06,5.27811086506823,7.18848023355377e-07
"^IXIC","absolute log-return",12960,108.725917934099,1.29621211131397e-05,5.28319076661688,2.45345850333808e-06
"^IXIC","original",12960,30131435.6870254,0.000222316712120055,5.28298141202587,4.20799052118251e-05
"^IXIC","volatility log-return",12960,69496.0724869398,3.82639035418266e-06,5.28319990234763,7.24255688526454e-07
"^IXIC","absolute log-return",12959,108.716731689241,1.30867566084239e-05,5.28825394393793,2.47467772192002e-06
"^IXIC","original",12959,30125638.8758207,0.000224794575838415,5.2880422361187,4.25081741397789e-05
"^IXIC","volatility log-return",12959,69490.4369595248,3.86087407679389e-06,5.28826316982046,7.30083041265565e-07
"^IXIC","absolute log-return",12958,108.707591970179,1.3209843868291e-05,5.29329161488062,2.49557588419793e-06
"^IXIC","original",12958,30119841.8919155,0.000227286065994292,5.2930775386585,4.2938404932333e-05
"^IXIC","volatility log-return",12958,69484.8127728484,3.89517930107777e-06,5.29330092954519,7.35869070468752e-07
"^IXIC","absolute log-return",12957,108.698355516597,1.33415467702646e-05,5.29830402500127,2.5180724081383e-06
"^IXIC","original",12957,30114044.3249988,0.000229791736441603,5.29808757481159,4.33707006478015e-05
"^IXIC","volatility log-return",12957,69479.1606272992,3.93122995234699e-06,5.29831343531808,7.41977061843744e-07
"^IXIC","absolute log-return",12956,108.689074618776,1.34727306997232e-05,5.30329143532838,2.54044052403051e-06
"^IXIC","original",12956,30108248.0573528,0.000232309204058626,5.30307259885502,4.38046101602798e-05
"^IXIC","volatility log-return",12956,69473.4870393298,3.96694618253821e-06,5.30330094111289,7.48013974551964e-07
"^IXIC","absolute log-return",12955,108.679805844336,1.35959539288263e-05,5.30825410144728,2.56127887737888e-06
"^IXIC","original",12955,30102453.963693,0.000234837365672391,5.30803286003553,4.42399251619057e-05
"^IXIC","volatility log-return",12955,69467.8148972395,4.0001058361607e-06,5.30826369729537,7.53561437400576e-07
"^IXIC","absolute log-return",12954,108.670501890141,1.37256084103939e-05,5.31319225343338,2.58330064080618e-06
"^IXIC","original",12954,30096661.931548,0.000237376370027332,5.31296860267176,4.46766737377913e-05
"^IXIC","volatility log-return",12954,69462.1395637096,4.035305057482e-06,5.31320194373673,7.59485906136422e-07
"^IXIC","absolute log-return",12953,108.661159373498,1.38531985692633e-05,5.31810614064565,2.60490522690321e-06
"^IXIC","original",12953,30090873.2527103,0.000239924517161304,5.31788006932705,4.51145362344248e-05
"^IXIC","volatility log-return",12953,69456.4455377789,4.06990967935483e-06,5.31811592393454,7.65291058506727e-07
"^IXIC","absolute log-return",12952,108.651636085196,1.39899681349462e-05,5.32299598917027,2.62820625731959e-06
"^IXIC","original",12952,30085088.6137656,0.000242480882186917,5.32276749825622,4.55533397715263e-05
"^IXIC","volatility log-return",12952,69450.7019910226,4.10581734575049e-06,5.32300587332106,7.71333768270535e-07
"^IXIC","absolute log-return",12951,108.642043615667,1.41304370663668e-05,5.32786203835251,2.65217069967621e-06
"^IXIC","original",12951,30079305.7522845,0.000245048429524829,5.32763112036006,4.59936420745493e-05
"^IXIC","volatility log-return",12951,69444.934110701,4.14244243702142e-06,5.32787202634714,7.77503512804526e-07
"^IXIC","absolute log-return",12950,108.632487666814,1.42643809704449e-05,5.3327045288844,2.67487964834359e-06
"^IXIC","original",12950,30073525.9457471,0.000247625457698607,5.33247116780767,4.64351238642718e-05
"^IXIC","volatility log-return",12950,69439.1783840526,4.17683884534184e-06,5.33271461642652,7.83247534187762e-07
"^IXIC","absolute log-return",12949,108.622740763476,1.44118358701029e-05,5.33752366786545,2.70009050144508e-06
"^IXIC","original",12949,30067749.2364818,0.000250211892455031,5.33728786780886,4.6877771871378e-05
"^IXIC","volatility log-return",12949,69433.3743519821,4.21334865657355e-06,5.33753386635266,7.89380533432994e-07
"^IXIC","absolute log-return",12948,108.612865707032,1.45677847203364e-05,5.34231968418009,2.72685759319134e-06
"^IXIC","original",12948,30061973.0350587,0.000252811183781057,5.34208144078103,4.73222325405935e-05
"^IXIC","volatility log-return",12948,69427.5328916502,4.25134820298693e-06,5.34233000061661,7.95784764201784e-07
"^IXIC","absolute log-return",12947,108.602936928355,1.47306904189093e-05,5.34709280002705,2.75488950508029e-06
"^IXIC","original",12947,30056195.3634087,0.000255426015268748,5.3468521047022,4.77690066641459e-05
"^IXIC","volatility log-return",12947,69421.6746213193,4.29092785462551e-06,5.34710323978961,8.02476447308281e-07
"^IXIC","absolute log-return",12946,108.593052458108,1.48910127076205e-05,5.35184324246336,2.78240049273292e-06
"^IXIC","original",12946,30050414.6671795,0.000258058520780564,5.35160007495529,4.82184905400235e-05
"^IXIC","volatility log-return",12946,69415.8272705945,4.33016768795307e-06,5.35185380330838,8.09096126982087e-07
"^IXIC","absolute log-return",12945,108.583197169591,1.50496947179451e-05,5.35657122497729,2.80956824855148e-06
"^IXIC","original",12945,30044630.5674219,0.000260709258549377,5.35632556541346,4.86707849329543e-05
"^IXIC","volatility log-return",12945,69409.9856060464,4.36923934488826e-06,5.35658190543267,8.15676089368279e-07
"^IXIC","absolute log-return",12944,108.573404128696,1.52051012992391e-05,5.36127696060813,2.83608891835633e-06
"^IXIC","original",12944,30038843.6454079,0.000263377479530324,5.36102878822989,4.91257464412915e-05
"^IXIC","volatility log-return",12944,69404.1655556292,4.40759230584401e-06,5.36128775811712,8.22113805704297e-07
"^IXIC","absolute log-return",12943,108.563549549993,1.53651021794238e-05,5.36596064991967,2.86343102101272e-06
"^IXIC","original",12943,30033054.1640648,0.000266062856572801,5.36570995216528,4.95833108139075e-05
"^IXIC","volatility log-return",12943,69398.3232698301,4.44696969068298e-06,5.36597156805216,8.28734544886868e-07
"^IXIC","absolute log-return",12942,108.553648320992,1.55316537212142e-05,5.37062249647394,2.89195690342008e-06
"^IXIC","original",12942,30027260.7427324,0.000268767343094674,5.37036926078457,5.00438386811879e-05
"^IXIC","volatility log-return",12942,69392.4684253695,4.48799296832446e-06,5.37063354013469,8.35653593636264e-07
"^IXIC","absolute log-return",12941,108.543801519091,1.56960439187456e-05,5.37526271164025,2.92004296862233e-06
"^IXIC","original",12941,30021464.9293291,0.000271488838718694,5.37500691884545,5.05069352929869e-05
"^IXIC","volatility log-return",12941,69386.6301478953,4.52891427712043e-06,5.37527387876989,8.42545061600191e-07
"^IXIC","absolute log-return",12940,108.534010510002,1.58566095730736e-05,5.37988149693089,2.94738143333507e-06
"^IXIC","original",12940,30015666.3545764,0.00027422789867636,5.37962312564178,5.09727009003049e-05
"^IXIC","volatility log-return",12940,69380.8078730369,4.56904375644315e-06,5.3798927844967,8.49280842400515e-07
"^IXIC","absolute log-return",12939,108.52413583518,1.60257446524201e-05,5.38447903704444,2.97627622749068e-06
"^IXIC","original",12939,30009864.8257393,0.00027698483352878,5.38421807795556,5.14411899906741e-05
"^IXIC","volatility log-return",12939,69374.9627204211,4.61089672662563e-06,5.38449045189236,8.56328527161329e-07
"^IXIC","absolute log-return",12938,108.514209667517,1.62011880191073e-05,5.38905552862848,3.00630402254062e-06
"^IXIC","original",12938,30004062.1639675,0.000279757102207564,5.38879197271429,5.19119277369667e-05
"^IXIC","volatility log-return",12938,69369.1017451329,4.65421250533311e-06,5.389067075604,8.63638997340194e-07
"^IXIC","absolute log-return",12937,108.504265408356,1.637575535142e-05,5.39361117059701,3.03613017596936e-06
"^IXIC","original",12937,29998259.7707562,0.000282542725624199,5.39334500362674,5.23845451314634e-05
"^IXIC","volatility log-return",12937,69363.2293087661,4.6973114075986e-06,5.39362284904095,8.70900218309535e-07
"^IXIC","absolute log-return",12936,108.49429431816,1.65560513668365e-05,5.39814614546639,3.06697894863035e-06
"^IXIC","original",12936,29992458.4119622,0.000285340622770461,5.39787736089498,5.28588407848905e-05
"^IXIC","volatility log-return",12936,69357.350558392,4.74206670397891e-06,5.39815795945105,8.78459388162871e-07
"^IXIC","absolute log-return",12935,108.484332290715,1.67386841856925e-05,5.40266064318809,3.09822019761095e-06
"^IXIC","original",12935,29986656.8526189,0.000288152580377738,5.4023892292919,5.3335144782952e-05
"^IXIC","volatility log-return",12935,69351.4746518305,4.78778366491305e-06,5.40267259408861,8.86187222834665e-07
"^IXIC","absolute log-return",12934,108.474445046888,1.69179580217702e-05,5.4071548535021,3.12879981195821e-06
"^IXIC","original",12934,29980855.9056458,0.000290977445150611,5.40688079401497,5.38132423842044e-05
"^IXIC","volatility log-return",12934,69345.6265583907,4.8330685434244e-06,5.40716693839158,8.93825598242334e-07
"^IXIC","absolute log-return",12933,108.464624892242,1.70933623607962e-05,5.41162895849268,3.15862534190256e-06
"^IXIC","original",12933,29975055.4126636,0.000293815465601093,5.41135223638944,5.4293178597735e-05
"^IXIC","volatility log-return",12933,69339.7994632978,4.87741618424079e-06,5.41164117443886,9.01281446995018e-07
"^IXIC","absolute log-return",12932,108.454667723196,1.7286348881247e-05,5.41608311585554,3.1916596070138e-06
"^IXIC","original",12932,29969255.2348173,0.000296666858436641,5.41580373534598,5.47749924126026e-05
"^IXIC","volatility log-return",12932,69333.9462971615,4.92526586922379e-06,5.41609547693855,9.0937491986285e-07
"^IXIC","absolute log-return",12931,108.444653033913,1.74853080729054e-05,5.42051751396421,3.22575319138293e-06
"^IXIC","original",12931,29963452.8590336,0.000299535323599443,5.42023546394869,5.525936529137e-05
"^IXIC","volatility log-return",12931,69328.0748286255,4.97433998101633e-06,5.42053002493231,9.17684321138807e-07
"^IXIC","absolute log-return",12930,108.434657563061,1.76837314363856e-05,5.42493233374997,3.25970403034155e-06
"^IXIC","original",12930,29957649.7299087,0.000302418763942426,5.42464759871746,5.57459078826365e-05
"^IXIC","volatility log-return",12930,69322.2055558898,5.02363745811564e-06,5.42494499384394,9.26024653117067e-07
"^IXIC","absolute log-return",12929,108.424541049497,1.78917015909899e-05,5.42932773725285,3.29536979476391e-06
"^IXIC","original",12929,29951845.228583,0.000305318110389282,5.42904031084405,5.62347898356361e-05
"^IXIC","volatility log-return",12929,69316.3022953646,5.07450271902942e-06,5.42934055445172,9.3464352167365e-07
"^IXIC","absolute log-return",12928,108.414492286635,1.80933659735189e-05,5.43370391018827,3.32982915977002e-06
"^IXIC","original",12928,29946041.2704569,0.000308230545379094,5.43341377300886,5.67254904055595e-05
"^IXIC","volatility log-return",12928,69310.4266270993,5.12290127868265e-06,5.43371688065296,9.42797823541896e-07
"^IXIC","absolute log-return",12927,108.404379633095,1.83045875298233e-05,5.43806100433567,3.36600231257896e-06
"^IXIC","original",12927,29940237.876444,0.000311156049888582,5.43776815287331,5.72180051471508e-05
"^IXIC","volatility log-return",12927,69304.5361660266,5.17358213479628e-06,5.43807413534106,9.51362023409091e-07
"^IXIC","absolute log-return",12926,108.394278065383,1.85129406916789e-05,5.4423991975811,3.4016023165381e-06
"^IXIC","original",12926,29934433.4187431,0.000314097079059002,5.44210361344273,5.77127842377406e-05
"^IXIC","volatility log-return",12926,69298.6435133116,5.22363967587543e-06,5.44241248688212,9.59801315098729e-07
"^IXIC","absolute log-return",12925,108.38404115395,1.87350315023945e-05,5.44671863663481,3.43967961441529e-06
"^IXIC","original",12925,29928628.4004621,0.000317052890445825,5.44642031877586,5.82096893628689e-05
"^IXIC","volatility log-return",12925,69292.7163044317,5.27602714494364e-06,5.44673209563916,9.6865825996849e-07
"^IXIC","absolute log-return",12924,108.373819174958,1.89575590302151e-05,5.45101949600667,3.47778853363516e-06
"^IXIC","original",12924,29922820.5895906,0.000320026900579443,5.45071842666512,5.8709345623879e-05
"^IXIC","volatility log-return",12924,69286.791097031,5.32894188825625e-06,5.45103312462381,9.77601228399044e-07
"^IXIC","absolute log-return",12923,108.363463892844,1.92003785409053e-05,5.45530191497916,3.51956890069272e-06
"^IXIC","original",12923,29917009.2822716,0.000323020232641233,5.45499809512506,5.92119557787117e-05
"^IXIC","volatility log-return",12923,69280.84931357,5.38618178654912e-06,5.45531572917591,9.8732625864792e-07
"^IXIC","absolute log-return",12922,108.353043266008,1.9451776914506e-05,5.45956606236724,3.56286697298033e-06
"^IXIC","original",12922,29911191.7669284,0.000326037106207256,5.45925947703795,5.9718289119676e-05
"^IXIC","volatility log-return",12922,69274.8893382672,5.44520334986855e-06,5.45958006894081,9.97365704001091e-07
"^IXIC","absolute log-return",12921,108.342692148652,1.96977814939707e-05,5.46381210724412,3.60512222866246e-06
"^IXIC","original",12921,29905369.8209534,0.00032907485322207,5.46350273017239,6.02278519846435e-05
"^IXIC","volatility log-return",12921,69268.955471444,5.50286767156562e-06,5.46382630215794,1.00714441218782e-06
"^IXIC","absolute log-return",12920,108.332342690169,1.99450672592841e-05,5.46804019606787,3.64755813661253e-06
"^IXIC","original",12920,29899543.6195034,0.000332133273201817,5.46772800786193,6.07406035466297e-05
"^IXIC","volatility log-return",12920,69263.017293342,5.56101247935751e-06,5.46805458012265,1.01699914335673e-06
"^IXIC","absolute log-return",12919,108.321889650345,2.02072038410317e-05,5.47225046646763,3.69265430130381e-06
"^IXIC","original",12919,29893714.0610083,0.000335211020911819,5.47193546265056,6.12562939411251e-05
"^IXIC","volatility log-return",12919,69257.0570619796,5.62203986207916e-06,5.47226505163161,1.0273687464197e-06
"^IXIC","absolute log-return",12918,108.311391022839,2.04784785474961e-05,5.47644307345296,3.73936178946604e-06
"^IXIC","original",12918,29887878.9404074,0.000338311617070802,5.47612524031444,6.17755626167697e-05
"^IXIC","volatility log-return",12918,69251.0884590044,5.68542697599681e-06,5.47645786650453,1.0381566355886e-06
"^IXIC","absolute log-return",12917,108.30095334792,2.07415756372708e-05,5.48061818176635,3.78451781396008e-06
"^IXIC","original",12917,29882039.9183544,0.000341432505408166,5.48029749083658,6.22979382848974e-05
"^IXIC","volatility log-return",12917,69245.1419750508,5.74614915678274e-06,5.48063317719283,1.04844512421899e-06
"^IXIC","absolute log-return",12916,108.290427515935,2.10191284504074e-05,5.4847759143622,3.83225280813274e-06
"^IXIC","original",12916,29876197.036774,0.000344573683168397,5.48445235980749,6.28234166819194e-05
"^IXIC","volatility log-return",12916,69239.1759892546,5.80981778019495e-06,5.48479112367288,1.05925850138948e-06
"^IXIC","absolute log-return",12915,108.27993115457,2.1296544280287e-05,5.48891642961241,3.8799026957077e-06
"^IXIC","original",12915,29870348.2196297,0.000347738532966015,5.48858998762372,6.33526103436957e-05
"^IXIC","volatility log-return",12915,69233.217875486,5.8739572728612e-06,5.48893185219941,1.07014463743499e-06
"^IXIC","absolute log-return",12914,108.269411213438,2.15809738949283e-05,5.49303986236665,3.9287697975947e-06
"^IXIC","original",12914,29864494.221968,0.000350925927483748,5.49271051741306,6.38853089672225e-05
"^IXIC","volatility log-return",12914,69227.2543641811,5.94002748892947e-06,5.49305550331306,1.08136920553306e-06
"^IXIC","absolute log-return",12913,108.258866539966,2.18680544990284e-05,5.4971463572387,3.97805808423519e-06
"^IXIC","original",12913,29858633.7360068,0.000354138068367844,5.49681408722483,6.44219084907039e-05
"^IXIC","volatility log-return",12913,69221.2776140094,6.00676336475684e-06,5.49716221852984,1.09270139071221e-06
"^IXIC","absolute log-return",12912,108.248351050273,2.2154709027608e-05,5.5012360558357,4.02720762772818e-06
"^IXIC","original",12912,29852765.7055623,0.000357376770327142,5.5009008337744,6.49627333692732e-05
"^IXIC","volatility log-return",12912,69215.3067292329,6.0739150168942e-06,5.50125213662971,1.10409560584737e-06
"^IXIC","absolute log-return",12911,108.23783124062,2.24460351915477e-05,5.50530908989717,4.07714504477091e-06
"^IXIC","original",12911,29846889.5450802,0.000360643098876712,5.50497089283349,6.55079710500368e-05
"^IXIC","volatility log-return",12911,69209.3395407392,6.14285087557335e-06,5.50532539308149,1.11580035379886e-06
"^IXIC","absolute log-return",12910,108.227356984718,2.27291904374476e-05,5.50936560743754,4.12553790887048e-06
"^IXIC","original",12910,29841006.5124953,0.000363935086045182,5.50902440154193,6.60572578675636e-05
"^IXIC","volatility log-return",12910,69203.3850395264,6.20948955521463e-06,5.50938212713842,1.12707421873535e-06
"^IXIC","absolute log-return",12909,108.216843216048,2.30143183254096e-05,5.51340573184666,4.17422975519867e-06
"^IXIC","original",12909,29835116.6111406,0.000367252813223275,5.51306149335176,6.66106029716495e-05
"^IXIC","volatility log-return",12909,69197.4133624363,6.27651753043071e-06,5.51342246964745,1.13840548584155e-06
"^IXIC","absolute log-return",12908,108.206318461879,2.33027381690289e-05,5.51742959372654,4.22345937632925e-06
"^IXIC","original",12908,29829218.7473075,0.000370598198376475,5.51708229826633,6.7168348390239e-05
"^IXIC","volatility log-return",12908,69191.4365521913,6.34452631881612e-06,5.51744655193839,1.14990131096205e-06
"^IXIC","absolute log-return",12907,108.195842021162,2.35845943957211e-05,5.52143733326785,4.27144097306269e-06
"^IXIC","original",12907,29823314.1017837,0.000373969369791833,5.52108694849245,6.77301488419525e-05
"^IXIC","volatility log-return",12907,69185.4720028602,6.41092662504743e-06,5.52145450693562,1.1610924573074e-06
"^IXIC","absolute log-return",12906,108.185331660698,2.38691048600821e-05,5.52542907002692,4.31984583400192e-06
"^IXIC","original",12906,29817402.5911647,0.000377366557738548,5.52507557257405,6.82960405048429e-05
"^IXIC","volatility log-return",12906,69179.4927188568,6.47795176301654e-06,5.52544646118002,1.17238384515757e-06
"^IXIC","absolute log-return",12905,108.174844906007,2.41543857363991e-05,5.52940493312569,4.36833267126137e-06
"^IXIC","original",12905,29811483.1097569,0.000380791737297432,5.52904829577413,6.88663750399611e-05
"^IXIC","volatility log-return",12905,69173.5204115304,6.54586373504387e-06,5.52942254164769,1.18382271143112e-06
"^IXIC","absolute log-return",12904,108.164419684272,2.44322545758825e-05,5.53336505647294,4.4154228842295e-06
"^IXIC","original",12904,29805555.0134204,0.000384246118484138,5.53300524260904,6.9441364875347e-05
"^IXIC","volatility log-return",12904,69167.5735809169,6.61110783541142e-06,5.53338287761968,1.19476639930722e-06
"^IXIC","absolute log-return",12903,108.153984911158,2.4715510164899e-05,5.53730955150837,4.4634311336611e-06
"^IXIC","original",12903,29799618.4376837,0.000387729598593571,5.53694653741994,7.00209848090562e-05
"^IXIC","volatility log-return",12903,69161.6247247067,6.67807851552783e-06,5.53732758894002,1.20600964173389e-06
"^IXIC","absolute log-return",12902,108.143535558254,2.50040244630021e-05,5.54123854113396,4.51233265828853e-06
"^IXIC","original",12902,29793672.2448158,0.000391244266662599,5.54087230089176,7.0605605287343e-05
"^IXIC","volatility log-return",12902,69155.6728674257,6.74677125061663e-06,5.54125679838717,1.21755105052015e-06
"^IXIC","absolute log-return",12901,108.133068309201,2.52936885619938e-05,5.545152150791,4.56138488177229e-06
"^IXIC","original",12901,29787715.2616196,0.000394792295808827,5.54478265218375,7.11956109180704e-05
"^IXIC","volatility log-return",12901,69149.7113004438,6.81575721480526e-06,5.54517062872235,1.22913239171284e-06
"^IXIC","absolute log-return",12900,108.122653841116,2.55770682255511e-05,5.54905050782699,4.60924806837174e-06
"^IXIC","original",12900,29781748.6665805,0.000398371782893102,5.54867771311233,7.17906506954345e-05
"^IXIC","volatility log-return",12900,69143.7663664825,6.8830581200983e-06,5.5490692018371,1.24039714265844e-06
"^IXIC","absolute log-return",12899,108.11225539607,2.58620338697815e-05,5.55293372288775,4.65734235487805e-06
"^IXIC","original",12899,29775772.7297219,0.000401982398031412,5.55255760252359,7.23906579696611e-05
"^IXIC","volatility log-return",12899,69137.8273099029,6.9514599795668e-06,5.55295263346164,1.25184775312297e-06
